Copy,533023.548,0.00050,0.00051,0.00051,8,16777216,0.375,cuda
Mul,530605.522,0.00051,0.00051,0.00051,8,16777216,0.375,cuda
Add,546929.307,0.00074,0.00074,0.00074,8,16777216,0.375,cuda
Triad,547907.970,0.00073,0.00074,0.00074,8,16777216,0.375,cuda
Copy,536845.143,0.00100,0.00101,0.00100,8,33554432,0.75,cuda
Mul,534514.771,0.00100,0.00101,0.00101,8,33554432,0.75,cuda
Add,551130.118,0.00146,0.00147,0.00146,8,33554432,0.75,cuda
Triad,548754.371,0.00147,0.00147,0.00147,8,33554432,0.75,cuda
Copy,537933.510,0.00150,0.00153,0.00150,8,50331648,1.125,cuda
Mul,537045.631,0.00150,0.00157,0.00150,8,50331648,1.125,cuda
Add,551647.967,0.00219,0.00220,0.00219,8,50331648,1.125,cuda
Triad,551202.420,0.00219,0.00220,0.00219,8,50331648,1.125,cuda
Copy,538463.688,0.00199,0.00201,0.00200,8,67108864,1.5,cuda
Mul,538169.785,0.00200,0.00202,0.00200,8,67108864,1.5,cuda
Add,552906.301,0.00291,0.00297,0.00292,8,67108864,1.5,cuda
Triad,553218.329,0.00291,0.00292,0.00291,8,67108864,1.5,cuda
Copy,539471.163,0.00249,0.00250,0.00249,8,83886080,1.875,cuda
Mul,539031.999,0.00249,0.00250,0.00249,8,83886080,1.875,cuda
Add,553515.340,0.00364,0.00366,0.00364,8,83886080,1.875,cuda
Triad,553475.015,0.00364,0.00370,0.00364,8,83886080,1.875,cuda
Copy,539616.842,0.00298,0.00300,0.00299,8,100663296,2.25,cuda
Mul,539082.769,0.00299,0.00300,0.00299,8,100663296,2.25,cuda
Add,554620.493,0.00436,0.00437,0.00436,8,100663296,2.25,cuda
Triad,553434.468,0.00437,0.00441,0.00437,8,100663296,2.25,cuda
Copy,539952.808,0.00348,0.00349,0.00348,8,117440512,2.625,cuda
Mul,539511.745,0.00348,0.00354,0.00349,8,117440512,2.625,cuda
Add,554883.268,0.00508,0.00509,0.00508,8,117440512,2.625,cuda
Triad,552159.958,0.00510,0.00511,0.00511,8,117440512,2.625,cuda
Copy,540268.254,0.00397,0.00402,0.00398,8,134217728,3,cuda
Mul,539543.812,0.00398,0.00399,0.00398,8,134217728,3,cuda
Add,554772.687,0.00581,0.00581,0.00581,8,134217728,3,cuda
Triad,553109.753,0.00582,0.00583,0.00583,8,134217728,3,cuda
Copy,540341.344,0.00447,0.00450,0.00447,8,150994944,3.375,cuda
Mul,539868.502,0.00448,0.00453,0.00448,8,150994944,3.375,cuda
Add,553695.461,0.00654,0.00656,0.00655,8,150994944,3.375,cuda
Triad,553733.788,0.00654,0.00656,0.00655,8,150994944,3.375,cuda
Copy,542293.303,0.00495,0.00501,0.00497,8,167772160,3.75,cuda
Mul,541657.868,0.00496,0.00507,0.00498,8,167772160,3.75,cuda
Add,555806.575,0.00724,0.00728,0.00727,8,167772160,3.75,cuda
Triad,556279.196,0.00724,0.00728,0.00726,8,167772160,3.75,cuda
