Copy,413280.273,0.00065,0.00067,0.00066,8,16777216,0.375,hc-stream
Mul,412039.443,0.00065,0.00067,0.00066,8,16777216,0.375,hc-stream
Add,417168.132,0.00097,0.00098,0.00097,8,16777216,0.375,hc-stream
Triad,418348.794,0.00096,0.00098,0.00097,8,16777216,0.375,hc-stream
Copy,417386.835,0.00129,0.00131,0.00130,8,33554432,0.75,hc-stream
Mul,415356.981,0.00129,0.00132,0.00131,8,33554432,0.75,hc-stream
Add,420683.687,0.00191,0.00196,0.00194,8,33554432,0.75,hc-stream
Triad,419642.626,0.00192,0.00195,0.00194,8,33554432,0.75,hc-stream
Copy,418060.381,0.00193,0.00197,0.00194,8,50331648,1.125,hc-stream
Mul,418515.551,0.00192,0.00205,0.00194,8,50331648,1.125,hc-stream
Add,422270.610,0.00286,0.00292,0.00288,8,50331648,1.125,hc-stream
Triad,423937.087,0.00285,0.00290,0.00287,8,50331648,1.125,hc-stream
Copy,417670.474,0.00257,0.00264,0.00259,8,67108864,1.5,hc-stream
Mul,417341.573,0.00257,0.00262,0.00259,8,67108864,1.5,hc-stream
Add,421660.589,0.00382,0.00387,0.00385,8,67108864,1.5,hc-stream
Triad,421876.625,0.00382,0.00387,0.00385,8,67108864,1.5,hc-stream
Copy,420082.973,0.00320,0.00331,0.00323,8,83886080,1.875,hc-stream
Mul,419203.244,0.00320,0.00325,0.00323,8,83886080,1.875,hc-stream
Add,423760.437,0.00475,0.00533,0.00479,8,83886080,1.875,hc-stream
Triad,425285.878,0.00473,0.00531,0.00478,8,83886080,1.875,hc-stream
Copy,417213.194,0.00386,0.00394,0.00390,8,100663296,2.25,hc-stream
Mul,419108.865,0.00384,0.00395,0.00390,8,100663296,2.25,hc-stream
Add,418282.664,0.00578,0.00698,0.00587,8,100663296,2.25,hc-stream
Triad,415873.956,0.00581,0.00729,0.00589,8,100663296,2.25,hc-stream
Copy,413350.094,0.00455,0.00461,0.00458,8,117440512,2.625,hc-stream
Mul,414024.333,0.00454,0.00461,0.00456,8,117440512,2.625,hc-stream
