Triad,437417.578,0.00414,0.00488,0.00418,4,150994944,1.6875,hip
Copy,431883.768,0.00311,0.00370,0.00316,4,167772160,1.875,hip
Mul,432389.101,0.00310,0.00376,0.00316,4,167772160,1.875,hip
Add,438476.256,0.00459,0.00559,0.00463,4,167772160,1.875,hip
Triad,438462.886,0.00459,0.00558,0.00463,4,167772160,1.875,hip
Copy,423039.577,0.00349,0.00402,0.00354,4,184549376,2.0625,hip
Mul,413976.263,0.00357,0.00419,0.00362,4,184549376,2.0625,hip
Add,418185.743,0.00530,0.00680,0.00535,4,184549376,2.0625,hip
Triad,417272.202,0.00531,0.00683,0.00536,4,184549376,2.0625,hip
Copy,411966.089,0.00391,0.00433,0.00410,4,201326592,2.25,hip
Mul,373415.844,0.00431,0.00483,0.00435,4,201326592,2.25,hip
Add,382569.618,0.00631,0.00760,0.00639,4,201326592,2.25,hip
Triad,382125.891,0.00632,0.00805,0.00641,4,201326592,2.25,hip
Copy,389722.840,0.00448,0.00496,0.00467,4,218103808,2.4375,hip
Mul,344828.087,0.00506,0.00542,0.00509,4,218103808,2.4375,hip
Add,307894.886,0.00850,0.00951,0.00858,4,218103808,2.4375,hip
Triad,309407.444,0.00846,0.00968,0.00859,4,218103808,2.4375,hip
Copy,378980.034,0.00496,0.00561,0.00533,4,234881024,2.625,hip
Mul,324092.623,0.00580,0.00605,0.00584,4,234881024,2.625,hip
Add,264851.983,0.01064,0.01158,0.01077,4,234881024,2.625,hip
Triad,265743.174,0.01061,0.01150,0.01077,4,234881024,2.625,hip
Copy,359497.392,0.00560,0.00611,0.00589,4,251658240,2.8125,hip
Mul,310410.821,0.00649,0.00666,0.00653,4,251658240,2.8125,hip
Add,236626.409,0.01276,0.01307,0.01292,4,251658240,2.8125,hip
Triad,235898.307,0.01280,0.01331,0.01293,4,251658240,2.8125,hip
Copy,428592.143,0.00501,0.00516,0.00511,4,268435456,3,hip
Mul,430343.646,0.00499,0.00514,0.00507,4,268435456,3,hip
Add,245713.171,0.01311,0.01330,0.01321,4,268435456,3,hip
Triad,268778.283,0.01198,0.01223,0.01213,4,268435456,3,hip
Copy,301429.265,0.00757,0.00769,0.00763,4,285212672,3.1875,hip
Mul,297111.698,0.00768,0.00778,0.00773,4,285212672,3.1875,hip
Add,225977.090,0.01515,0.01551,0.01533,4,285212672,3.1875,hip
Triad,215034.822,0.01592,0.01624,0.01605,4,285212672,3.1875,hip
Copy,302603.947,0.00798,0.00813,0.00806,4,301989888,3.375,hip
Mul,295626.599,0.00817,0.00828,0.00823,4,301989888,3.375,hip
Add,226084.701,0.01603,0.01638,0.01619,4,301989888,3.375,hip
Triad,215552.404,0.01681,0.01713,0.01697,4,301989888,3.375,hip
Copy,306188.755,0.00833,0.00858,0.00846,4,318767104,3.5625,hip
Mul,294771.250,0.00865,0.00878,0.00873,4,318767104,3.5625,hip
Add,220247.194,0.01737,0.01770,0.01753,4,318767104,3.5625,hip
Triad,215605.206,0.01774,0.01815,0.01792,4,318767104,3.5625,hip
Copy,307689.780,0.00872,0.00907,0.00891,4,335544320,3.75,hip
Mul,292566.677,0.00918,0.00927,0.00922,4,335544320,3.75,hip
Add,222849.891,0.01807,0.01846,0.01828,4,335544320,3.75,hip
Triad,215136.103,0.01872,0.01904,0.01884,4,335544320,3.75,hip
